date,sku_id,pin_code,units_sold,unit_cost,unit_margin,temperature,is_weekend,is_event
2024-06-16,500ml_Cola,395002,200,10.5,4.2,36.225698406656996,1,0
2024-06-17,500ml_Cola,395002,172,10.5,4.2,35.75289581440876,0,0
2024-06-18,500ml_Cola,395002,161,10.5,4.2,36.21885651036656,0,0
2024-06-19,500ml_Cola,395002,164,10.5,4.2,36.66775170645971,0,0
2024-06-20,500ml_Cola,395002,152,10.5,4.2,35.917526745004245,0,0
2024-06-21,500ml_Cola,395002,162,10.5,4.2,35.85469924513875,0,0
2024-06-22,500ml_Cola,395002,186,10.5,4.2,35.40417253017656,1,0
2024-06-23,500ml_Cola,395002,188,10.5,4.2,32.817058527837396,1,0
2024-06-24,500ml_Cola,395002,173,10.5,4.2,37.07289472420751,0,0
2024-06-25,500ml_Cola,395002,170,10.5,4.2,34.87194280329367,0,0
2024-06-26,500ml_Cola,395002,170,10.5,4.2,36.29556988741939,0,0
2024-06-27,500ml_Cola,395002,219,10.5,4.2,36.78770825188654,0,1
2024-06-28,500ml_Cola,395002,162,10.5,4.2,33.85468644588866,0,0
2024-01-01,500ml_Cola,395003,135,10.5,4.2,15.214311506762295,0,0
2024-01-02,500ml_Cola,395003,122,10.5,4.2,12.94226606989071,0,0
2024-01-03,500ml_Cola,395003,126,10.5,4.2,14.8574324338256,0,0
2024-01-04,500ml_Cola,395003,133,10.5,4.2,15.396372301440513,0,0
2024-01-05,500ml_Cola,395003,177,10.5,4.2,14.894347396235798,0,1
2024-01-06,500ml_Cola,395003,231,10.5,4.2,14.073683238085348,1,1
2024-01-07,500ml_Cola,395003,172,10.5,4.2,13.486194817258635,1,0
2024-01-08,500ml_Cola,395003,138,10.5,4.2,14.981835539956665,0,0
2024-01-09,500ml_Cola,395003,133,10.5,4.2,14.459081441015453,0,0
2024-01-10,500ml_Cola,395003,141,10.5,4.2,16.806793274483066,0,0
2024-01-11,500ml_Cola,395003,189,10.5,4.2,18.523294037380037,0,1
2024-01-12,500ml_Cola,395003,124,10.5,4.2,17.63955448865919,0,0
2024-01-13,500ml_Cola,395003,168,10.5,4.2,15.977980857987012,1,0
2024-01-14,500ml_Cola,395003,172,10.5,4.2,14.635988316562493,1,0
2024-01-15,500ml_Cola,395003,130,10.5,4.2,17.79407774353303,0,0
2024-01-16,500ml_Cola,395003,143,10.5,4.2,17.350530138768455,0,0
2024-01-17,500ml_Cola,395003,152,10.5,4.2,18.794113031835018,0,0
2024-01-18,500ml_Cola,395003,146,10.5,4.2,16.636282157942368,0,0
2024-01-19,500ml_Cola,395003,190,10.5,4.2,19.797364059034532,0,1
2024-01-20,500ml_Cola,395003,249,10.5,4.2,16.808181984167266,1,1
2024-01-21,500ml_Cola,395003,175,10.5,4.2,15.198993077495825,1,0
2024-01-22,500ml_Cola,395003,133,10.5,4.2,15.626044275546572,0,0
2024-01-23,500ml_Cola,395003,134,10.5,4.2,17.73396471241292,0,0
2024-01-24,500ml_Cola,395003,133,10.5,4.2,15.6378344590987,0,0
2024-01-25,500ml_Cola,395003,140,10.5,4.2,20.339695750127813,0,0
2024-01-26,500ml_Cola,395003,140,10.5,4.2,17.8590364576013,0,0
2024-01-27,500ml_Cola,395003,178,10.5,4.2,17.166550388768627,1,0
2024-01-28,500ml_Cola,395003,177,10.5,4.2,17.437104142728767,1,0
2024-01-29,500ml_Cola,395003,140,10.5,4.2,16.79109865631393,0,0
2024-01-30,500ml_Cola,395003,142,10.5,4.2,14.079773767459198,0,0
2024-01-31,500ml_Cola,395003,144,10.5,4.2,16.5639061984357,0,0
2024-02-01,500ml_Cola,395003,132,10.5,4.2,20.79380329694021,0,0
2024-02-02,500ml_Cola,395003,120,10.5,4.2,18.21246325416082,0,0
2024-02-03,500ml_Cola,395003,188,10.5,4.2,19.977630382406563,1,0
2024-02-04,500ml_Cola,395003,171,10.5,4.2,20.16277839634612,1,0
2024-02-05,500ml_Cola,395003,137,10.5,4.2,18.052455388761917,0,0
2024-02-06,500ml_Cola,395003,133,10.5,4.2,19.560209568497385,0,0
2024-02-07,500ml_Cola,395003,121,10.5,4.2,15.23086950360872,0,0
2024-02-08,500ml_Cola,395003,148,10.5,4.2,21.46678508910198,0,0
2024-02-09,500ml_Cola,395003,150,10.5,4.2,21.40585969939313,0,0
2024-02-10,500ml_Cola,395003,176,10.5,4.2,19.767592888156802,1,0
2024-02-11,500ml_Cola,395003,161,10.5,4.2,19.43657883049655,1,0
2024-02-12,500ml_Cola,395003,136,10.5,4.2,19.001624988409475,0,0
2024-02-13,500ml_Cola,395003,147,10.5,4.2,21.53745530398072,0,0
2024-02-14,500ml_Cola,395003,132,10.5,4.2,20.876379858385512,0,0
2024-02-15,500ml_Cola,395003,134,10.5,4.2,13.778561627063652,0,0
2024-02-16,500ml_Cola,395003,140,10.5,4.2,18.895066401810737,0,0
2024-02-17,500ml_Cola,395003,182,10.5,4.2,17.52650413709221,1,0
2024-02-18,500ml_Cola,395003,178,10.5,4.2,17.323927610037146,1,0
2024-02-19,500ml_Cola,395003,138,10.5,4.2,22.38389807315727,0,0
2024-02-20,500ml_Cola,395003,151,10.5,4.2,20.118820441083745,0,0
2024-02-21,500ml_Cola,395003,193,10.5,4.2,21.318578945417734,0,1
2024-02-22,500ml_Cola,395003,143,10.5,4.2,20.671350364716403,0,0
2024-02-23,500ml_Cola,395003,132,10.5,4.2,18.106259626118547,0,0
2024-02-24,500ml_Cola,395003,174,10.5,4.2,17.71490017655733,1,0
2024-02-25,500ml_Cola,395003,175,10.5,4.2,20.128889786008443,1,0
2024-02-26,500ml_Cola,395003,191,10.5,4.2,20.44606166874821,0,1
2024-02-27,500ml_Cola,395003,156,10.5,4.2,20.604239162456413,0,0
2024-02-28,500ml_Cola,395003,133,10.5,4.2,20.81996867580152,0,0
2024-02-29,500ml_Cola,395003,139,10.5,4.2,25.77826697118055,0,0
2024-03-01,500ml_Cola,395003,159,10.5,4.2,23.84787029114004,0,0
2024-03-02,500ml_Cola,395003,183,10.5,4.2,22.428366071490135,1,0
2024-03-03,500ml_Cola,395003,179,10.5,4.2,21.97197315236578,1,0
2024-03-04,500ml_Cola,395003,153,10.5,4.2,22.205973951639262,0,0
2024-03-05,500ml_Cola,395003,143,10.5,4.2,23.91174720326929,0,0
2024-03-06,500ml_Cola,395003,159,10.5,4.2,22.451839179723336,0,0
2024-03-07,500ml_Cola,395003,154,10.5,4.2,24.61344021936331,0,0
2024-03-08,500ml_Cola,395003,144,10.5,4.2,23.641931953109793,0,0
2024-03-09,500ml_Cola,395003,208,10.5,4.2,27.294482311129013,1,0
2024-03-10,500ml_Cola,395003,246,10.5,4.2,23.00788930187488,1,1
2024-03-11,500ml_Cola,395003,156,10.5,4.2,25.67327742683222,0,0
2024-03-12,500ml_Cola,395003,147,10.5,4.2,21.54740042461629,0,0
2024-03-13,500ml_Cola,395003,156,10.5,4.2,22.55038162961486,0,0
2024-03-14,500ml_Cola,395003,165,10.5,4.2,27.797045733259225,0,0
2024-03-15,500ml_Cola,395003,151,10.5,4.2,25.880487474003044,0,0
2024-03-16,500ml_Cola,395003,183,10.5,4.2,25.30333950792201,1,0
2024-03-17,500ml_Cola,395003,198,10.5,4.2,29.29063449824401,1,0
2024-03-18,500ml_Cola,395003,144,10.5,4.2,24.54054628970537,0,0
2024-03-19,500ml_Cola,395003,168,10.5,4.2,27.038918304357622,0,0
2024-03-20,500ml_Cola,395003,154,10.5,4.2,27.37406061112076,0,0
2024-03-21,500ml_Cola,395003,152,10.5,4.2,28.438996626160538,0,0
2024-03-22,500ml_Cola,395003,148,10.5,4.2,23.05152533019008,0,0
2024-03-23,500ml_Cola,395003,179,10.5,4.2,25.387919979046554,1,0
2024-03-24,500ml_Cola,395003,183,10.5,4.2,26.34554908863016,1,0
2024-03-25,500ml_Cola,395003,165,10.5,4.2,29.08707052549176,0,0
2024-03-26,500ml_Cola,395003,147,10.5,4.2,26.938085577502306,0,0
2024-03-27,500ml_Cola,395003,147,10.5,4.2,28.58102142684281,0,0
2024-03-28,500ml_Cola,395003,152,10.5,4.2,23.917572090858663,0,0
2024-03-29,500ml_Cola,395003,160,10.5,4.2,25.947961199922826,0,0
2024-03-30,500ml_Cola,395003,201,10.5,4.2,29.464345068438014,1,0
2024-03-31,500ml_Cola,395003,198,10.5,4.2,26.536123449864704,1,0
2024-04-01,500ml_Cola,395003,147,10.5,4.2,27.082203093849127,0,0
2024-04-02,500ml_Cola,395003,147,10.5,4.2,30.408225256491598,0,0
2024-04-03,500ml_Cola,395003,162,10.5,4.2,25.692804963422844,0,0
2024-04-04,500ml_Cola,395003,149,10.5,4.2,26.275609455782867,0,0
2024-04-05,500ml_Cola,395003,200,10.5,4.2,25.073401988526058,0,1
2024-04-06,500ml_Cola,395003,208,10.5,4.2,31.168854649078828,1,0
2024-04-07,500ml_Cola,395003,200,10.5,4.2,30.06884642524816,1,0
2024-04-08,500ml_Cola,395003,161,10.5,4.2,30.176227590906834,0,0
2024-04-09,500ml_Cola,395003,170,10.5,4.2,27.72556622892389,0,0
2024-04-10,500ml_Cola,395003,146,10.5,4.2,25.757616288236523,0,0
2024-04-11,500ml_Cola,395003,157,10.5,4.2,25.406447934992947,0,0
2024-04-12,500ml_Cola,395003,160,10.5,4.2,31.625179699457107,0,0
2024-04-13,500ml_Cola,395003,198,10.5,4.2,30.14269813216445,1,0
2024-04-14,500ml_Cola,395003,208,10.5,4.2,30.6897932056967,1,0
2024-04-15,500ml_Cola,395003,161,10.5,4.2,29.890138773443063,0,0
2024-04-16,500ml_Cola,395003,158,10.5,4.2,27.974364239670756,0,0
2024-04-17,500ml_Cola,395003,164,10.5,4.2,29.07415255529496,0,0
2024-04-18,500ml_Cola,395003,151,10.5,4.2,27.81015618685605,0,0
2024-04-19,500ml_Cola,395003,147,10.5,4.2,27.730576867168228,0,0
2024-04-20,500ml_Cola,395003,191,10.5,4.2,31.92334265052567,1,0
2024-04-21,500ml_Cola,395003,177,10.5,4.2,27.093154866409147,1,0
2024-04-22,500ml_Cola,395003,170,10.5,4.2,28.415076928306377,0,0
2024-04-23,500ml_Cola,395003,149,10.5,4.2,30.075086831682146,0,0
2024-04-24,500ml_Cola,395003,157,10.5,4.2,30.877768575203095,0,0
2024-04-25,500ml_Cola,395003,152,10.5,4.2,28.139951744701598,0,0
2024-04-26,500ml_Cola,395003,156,10.5,4.2,27.761279402544297,0,0
2024-04-27,500ml_Cola,395003,205,10.5,4.2,31.96571817707206,1,0
2024-04-28,500ml_Cola,395003,275,10.5,4.2,31.668295752538,1,1
2024-04-29,500ml_Cola,395003,159,10.5,4.2,34.08260386884946,0,0
2024-04-30,500ml_Cola,395003,158,10.5,4.2,31.73089061641438,0,0
2024-05-01,500ml_Cola,395003,163,10.5,4.2,32.70294224049556,0,0
2024-05-02,500ml_Cola,395003,156,10.5,4.2,30.340452812715945,0,0
2024-05-03,500ml_Cola,395003,170,10.5,4.2,30.544725837134774,0,0
2024-05-04,500ml_Cola,395003,199,10.5,4.2,29.506856799733903,1,0
2024-05-05,500ml_Cola,395003,203,10.5,4.2,30.73075582722593,1,0
2024-05-06,500ml_Cola,395003,164,10.5,4.2,31.64654102637507,0,0
2024-05-07,500ml_Cola,395003,231,10.5,4.2,34.849654374987324,0,1
2024-05-08,500ml_Cola,395003,160,10.5,4.2,30.799026770446037,0,0
2024-05-09,500ml_Cola,395003,158,10.5,4.2,36.87335634033241,0,0
2024-05-10,500ml_Cola,395003,166,10.5,4.2,33.96170203070358,0,0
2024-05-11,500ml_Cola,395003,267,10.5,4.2,33.63055670561075,1,1
2024-05-12,500ml_Cola,395003,197,10.5,4.2,32.99707951152599,1,0
2024-05-13,500ml_Cola,395003,165,10.5,4.2,32.719606878489785,0,0
2024-05-14,500ml_Cola,395003,169,10.5,4.2,32.00040702005794,0,0
2024-05-15,500ml_Cola,395003,158,10.5,4.2,30.475159573865987,0,0
2024-05-16,500ml_Cola,395003,162,10.5,4.2,31.70435712771862,0,0
2024-05-17,500ml_Cola,395003,180,10.5,4.2,36.68441766723292,0,0
2024-05-18,500ml_Cola,395003,205,10.5,4.2,34.636137073645834,1,0
2024-05-19,500ml_Cola,395003,298,10.5,4.2,36.844432829015105,1,1
2024-05-20,500ml_Cola,395003,165,10.5,4.2,32.51120171939868,0,0
2024-05-21,500ml_Cola,395003,146,10.5,4.2,31.729403590056698,0,0
2024-05-22,500ml_Cola,395003,226,10.5,4.2,33.90884203595209,0,1
2024-05-23,500ml_Cola,395003,163,10.5,4.2,32.3798670024782,0,0
2024-05-24,500ml_Cola,395003,173,10.5,4.2,34.46388052010393,0,0
2024-05-25,500ml_Cola,395003,202,10.5,4.2,30.958346835619103,1,0
2024-05-26,500ml_Cola,395003,195,10.5,4.2,30.153808596710427,1,0
2024-05-27,500ml_Cola,395003,155,10.5,4.2,34.95782601686149,0,0
2024-05-28,500ml_Cola,395003,167,10.5,4.2,37.62056160946737,0,0
2024-05-29,500ml_Cola,395003,216,10.5,4.2,35.176410306961344,0,1
2024-05-30,500ml_Cola,395003,161,10.5,4.2,35.5152144044624,0,0
2024-05-31,500ml_Cola,395003,168,10.5,4.2,34.60797465709625,0,0
2024-06-01,500ml_Cola,395003,287,10.5,4.2,34.849286811023696,1,1
2024-06-02,500ml_Cola,395003,202,10.5,4.2,31.734919272109096,1,0
2024-06-03,500ml_Cola,395003,153,10.5,4.2,33.14023795354347,0,0
2024-06-04,500ml_Cola,395003,171,10.5,4.2,37.129585726969424,0,0
2024-06-05,500ml_Cola,395003,170,10.5,4.2,32.51601368916992,0,0
2024-06-06,500ml_Cola,395003,159,10.5,4.2,34.1081876523346,0,0
2024-06-07,500ml_Cola,395003,167,10.5,4.2,37.20467881501494,0,0
2024-06-08,500ml_Cola,395003,204,10.5,4.2,35.0964985299959,1,0
2024-06-09,500ml_Cola,395003,198,10.5,4.2,35.22883640050099,1,0
2024-06-10,500ml_Cola,395003,168,10.5,4.2,34.25526149553486,0,0
2024-06-11,500ml_Cola,395003,224,10.5,4.2,36.31554230425071,0,1
2024-06-12,500ml_Cola,395003,170,10.5,4.2,36.835626727768485,0,0
2024-06-13,500ml_Cola,395003,212,10.5,4.2,33.370200147923626,0,1
2024-06-14,500ml_Cola,395003,157,10.5,4.2,32.29672405435624,0,0
2024-06-15,500ml_Cola,395003,203,10.5,4.2,31.300838984874957,1,0
2024-06-16,500ml_Cola,395003,202,10.5,4.2,36.000336865380724,1,0
2024-06-17,500ml_Cola,395003,179,10.5,4.2,35.76965732145876,0,0
2024-06-18,500ml_Cola,395003,169,10.5,4.2,39.98368405466449,0,0
2024-06-19,500ml_Cola,395003,166,10.5,4.2,35.16356611445703,0,0
2024-06-20,500ml_Cola,395003,171,10.5,4.2,34.80138728016509,0,0
2024-06-21,500ml_Cola,395003,155,10.5,4.2,35.53024743501738,0,0
2024-06-22,500ml_Cola,395003,191,10.5,4.2,35.63219276824236,1,0
2024-06-23,500ml_Cola,395003,192,10.5,4.2,34.629252095263105,1,0
2024-06-24,500ml_Cola,395003,172,10.5,4.2,33.455098698556014,0,0
2024-06-25,500ml_Cola,395003,160,10.5,4.2,35.007415425745236,0,0
2024-06-26,500ml_Cola,395003,184,10.5,4.2,34.914330499385734,0,0
2024-06-27,500ml_Cola,395003,160,10.5,4.2,34.861086722444256,0,0
2024-06-28,500ml_Cola,395003,168,10.5,4.2,36.52230850072398,0,0
2024-01-01,1L_Cola,395001,79,10.5,4.2,18.305736490079184,0,0
2024-01-02,1L_Cola,395001,87,10.5,4.2,19.27118122459404,0,0
2024-01-03,1L_Cola,395001,87,10.5,4.2,17.347485833107854,0,0
2024-01-04,1L_Cola,395001,82,10.5,4.2,16.52765452185382,0,0
2024-01-05,1L_Cola,395001,111,10.5,4.2,13.752304394432377,0,1
2024-01-06,1L_Cola,395001,112,10.5,4.2,15.43090281925904,1,0
2024-01-07,1L_Cola,395001,112,10.5,4.2,16.882209731961897,1,0
2024-01-08,1L_Cola,395001,85,10.5,4.2,17.454646542869597,0,0
2024-01-09,1L_Cola,395001,83,10.5,4.2,13.318061192314037,0,0
2024-01-10,1L_Cola,395001,87,10.5,4.2,15.274308793211311,0,0
2024-01-11,1L_Cola,395001,80,10.5,4.2,15.559221792522635,0,0
2024-01-12,1L_Cola,395001,92,10.5,4.2,15.546792106067086,0,0
2024-01-13,1L_Cola,395001,108,10.5,4.2,13.810346469488254,1,0
2024-01-14,1L_Cola,395001,118,10.5,4.2,19.63804700464202,1,0
2024-01-15,1L_Cola,395001,89,10.5,4.2,15.550723105777903,0,0
2024-01-16,1L_Cola,395001,84,10.5,4.2,14.161308061957556,0,0
2024-01-17,1L_Cola,395001,97,10.5,4.2,19.928497512435584,0,0
2024-01-18,1L_Cola,395001,92,10.5,4.2,19.327570005101947,0,0
2024-01-19,1L_Cola,395001,84,10.5,4.2,16.60720894652644,0,0
2024-01-20,1L_Cola,395001,109,10.5,4.2,12.875481686116267,1,0
2024-01-21,1L_Cola,395001,106,10.5,4.2,15.569756080988238,1,0
2024-01-22,1L_Cola,395001,83,10.5,4.2,13.404409809121624,0,0
2024-01-23,1L_Cola,395001,88,10.5,4.2,17.715493949481356,0,0
2024-01-24,1L_Cola,395001,85,10.5,4.2,15.719832787652035,0,0
2024-01-25,1L_Cola,395001,87,10.5,4.2,16.829579599825117,0,0
2024-01-26,1L_Cola,395001,83,10.5,4.2,20.530892311592723,0,0
2024-01-27,1L_Cola,395001,109,10.5,4.2,15.886119311708667,1,0
2024-01-28,1L_Cola,395001,116,10.5,4.2,18.134590001442294,1,0
2024-01-29,1L_Cola,395001,91,10.5,4.2,18.838012287930002,0,0
2024-01-30,1L_Cola,395001,119,10.5,4.2,19.87080836298299,0,1
2024-01-31,1L_Cola,395001,94,10.5,4.2,17.32997097007454,0,0
2024-02-01,1L_Cola,395001,84,10.5,4.2,17.238482270006212,0,0
2024-02-02,1L_Cola,395001,93,10.5,4.2,17.310601833237822,0,0
2024-02-03,1L_Cola,395001,118,10.5,4.2,18.61816479081461,1,0
2024-02-04,1L_Cola,395001,158,10.5,4.2,20.990793867402573,1,1
2024-02-05,1L_Cola,395001,97,10.5,4.2,17.587225125678195,0,0
2024-02-06,1L_Cola,395001,76,10.5,4.2,13.40708329112466,0,0
2024-02-07,1L_Cola,395001,97,10.5,4.2,20.151744610299318,0,0
2024-02-08,1L_Cola,395001,95,10.5,4.2,18.64768582409993,0,0
2024-02-09,1L_Cola,395001,120,10.5,4.2,19.677555426506427,0,1
2024-02-10,1L_Cola,395001,118,10.5,4.2,15.65444080181824,1,0
2024-02-11,1L_Cola,395001,114,10.5,4.2,17.85712594415615,1,0
2024-02-12,1L_Cola,395001,94,10.5,4.2,20.64126248963602,0,0
2024-02-13,1L_Cola,395001,88,10.5,4.2,16.683418419123495,0,0
2024-02-14,1L_Cola,395001,92,10.5,4.2,20.265842401955876,0,0
2024-02-15,1L_Cola,395001,95,10.5,4.2,19.404363903728836,0,0
2024-02-16,1L_Cola,395001,93,10.5,4.2,18.150765131020904,0,0
2024-02-17,1L_Cola,395001,106,10.5,4.2,18.145339052315737,1,0
2024-02-18,1L_Cola,395001,121,10.5,4.2,17.881646923522162,1,0
2024-02-19,1L_Cola,395001,84,10.5,4.2,20.185604198096172,0,0
2024-02-20,1L_Cola,395001,98,10.5,4.2,20.565544709396566,0,0
2024-02-21,1L_Cola,395001,129,10.5,4.2,19.630441612804848,0,1
2024-02-22,1L_Cola,395001,84,10.5,4.2,18.373428558624678,0,0
2024-02-23,1L_Cola,395001,82,10.5,4.2,14.829543107506472,0,0
2024-02-24,1L_Cola,395001,115,10.5,4.2,21.701183582192165,1,0
2024-02-25,1L_Cola,395001,121,10.5,4.2,22.79298979011266,1,0
2024-02-26,1L_Cola,395001,128,10.5,4.2,22.381674459574324,0,1
2024-02-27,1L_Cola,395001,104,10.5,4.2,25.417745510516667,0,0
2024-02-28,1L_Cola,395001,133,10.5,4.2,21.097445896026606,0,1
2024-02-29,1L_Cola,395001,106,10.5,4.2,24.374523842355238,0,0
2024-03-01,1L_Cola,395001,90,10.5,4.2,20.495375024827286,0,0
2024-03-02,1L_Cola,395001,117,10.5,4.2,20.3524037401366,1,0
2024-03-03,1L_Cola,395001,113,10.5,4.2,22.360516303183502,1,0
2024-03-04,1L_Cola,395001,96,10.5,4.2,25.529775341598064,0,0
2024-03-05,1L_Cola,395001,100,10.5,4.2,21.86284451100704,0,0
2024-03-06,1L_Cola,395001,99,10.5,4.2,19.486890722547187,0,0
2024-03-07,1L_Cola,395001,93,10.5,4.2,24.547004424252663,0,0
2024-03-08,1L_Cola,395001,93,10.5,4.2,22.793280607288207,0,0
2024-03-09,1L_Cola,395001,123,10.5,4.2,23.71523871829893,1,0
2024-03-10,1L_Cola,395001,122,10.5,4.2,21.783486457994858,1,0
2024-03-11,1L_Cola,395001,93,10.5,4.2,23.683452614432717,0,0
2024-03-12,1L_Cola,395001,95,10.5,4.2,20.75065632223262,0,0
2024-03-13,1L_Cola,395001,101,10.5,4.2,27.544515103441565,0,0
2024-03-14,1L_Cola,395001,101,10.5,4.2,26.12907915695495,0,0
2024-03-15,1L_Cola,395001,101,10.5,4.2,24.27606303368034,0,0
2024-03-16,1L_Cola,395001,127,10.5,4.2,26.01752308222124,1,0
2024-03-17,1L_Cola,395001,121,10.5,4.2,23.19670366313254,1,0
2024-03-18,1L_Cola,395001,102,10.5,4.2,26.715705518934865,0,0
2024-03-19,1L_Cola,395001,98,10.5,4.2,24.158315774228573,0,0
2024-03-20,1L_Cola,395001,96,10.5,4.2,24.192703073516007,0,0
2024-03-21,1L_Cola,395001,96,10.5,4.2,23.26188840285964,0,0
2024-03-22,1L_Cola,395001,109,10.5,4.2,26.19141424741438,0,0
2024-03-23,1L_Cola,395001,129,10.5,4.2,25.564635585578056,1,0
2024-03-24,1L_Cola,395001,129,10.5,4.2,28.512465378854056,1,0
2024-03-25,1L_Cola,395001,101,10.5,4.2,23.734860931080707,0,0
2024-03-26,1L_Cola,395001,101,10.5,4.2,26.887631168889644,0,0
2024-03-27,1L_Cola,395001,111,10.5,4.2,28.57685255212303,0,0
2024-03-28,1L_Cola,395001,111,10.5,4.2,31.551915005169878,0,0
2024-03-29,1L_Cola,395001,102,10.5,4.2,26.931856809797484,0,0
2024-03-30,1L_Cola,395001,129,10.5,4.2,26.0065988561934,1,0
2024-03-31,1L_Cola,395001,121,10.5,4.2,27.21918905097167,1,0
2024-04-01,1L_Cola,395001,101,10.5,4.2,29.68624006990211,0,0
2024-04-02,1L_Cola,395001,101,10.5,4.2,29.853445264721383,0,0
2024-04-03,1L_Cola,395001,103,10.5,4.2,27.15059060607734,0,0
2024-04-04,1L_Cola,395001,116,10.5,4.2,30.147522044284088,0,0
2024-04-05,1L_Cola,395001,115,10.5,4.2,27.673845450743293,0,0
2024-04-06,1L_Cola,395001,136,10.5,4.2,29.566064381815195,1,0
2024-04-07,1L_Cola,395001,134,10.5,4.2,29.14267938296565,1,0
2024-04-08,1L_Cola,395001,94,10.5,4.2,27.429180318836,0,0
2024-04-09,1L_Cola,395001,99,10.5,4.2,26.530408626944126,0,0
2024-04-10,1L_Cola,395001,105,10.5,4.2,30.971078263414707,0,0
2024-04-11,1L_Cola,395001,107,10.5,4.2,31.73987753275163,0,0
2024-04-12,1L_Cola,395001,106,10.5,4.2,29.66409424310929,0,0
2024-04-13,1L_Cola,395001,129,10.5,4.2,28.966488679277898,1,0
2024-04-14,1L_Cola,395001,118,10.5,4.2,26.813856443803566,1,0
2024-04-15,1L_Cola,395001,152,10.5,4.2,31.703114702427442,0,1
2024-04-16,1L_Cola,395001,102,10.5,4.2,30.04886916049639,0,0
2024-04-17,1L_Cola,395001,107,10.5,4.2,29.117692761620354,0,0
2024-04-18,1L_Cola,395001,120,10.5,4.2,31.529932996072375,0,0
2024-04-19,1L_Cola,395001,98,10.5,4.2,27.245796141106275,0,0
2024-04-20,1L_Cola,395001,163,10.5,4.2,28.086046789309894,1,1
2024-04-21,1L_Cola,395001,130,10.5,4.2,28.878666132605797,1,0
2024-04-22,1L_Cola,395001,115,10.5,4.2,31.407867414700828,0,0
2024-04-23,1L_Cola,395001,118,10.5,4.2,30.883516695555393,0,0
2024-04-24,1L_Cola,395001,104,10.5,4.2,31.936460500034716,0,0
2024-04-25,1L_Cola,395001,114,10.5,4.2,33.02740241845046,0,0
2024-04-26,1L_Cola,395001,108,10.5,4.2,32.2924142720131,0,0
2024-04-27,1L_Cola,395001,140,10.5,4.2,34.884532570941694,1,0
2024-04-28,1L_Cola,395001,151,10.5,4.2,33.434628822982624,1,0
2024-04-29,1L_Cola,395001,101,10.5,4.2,31.113560680994578,0,0
2024-04-30,1L_Cola,395001,109,10.5,4.2,30.41563923844197,0,0
2024-05-01,1L_Cola,395001,111,10.5,4.2,31.43527961781446,0,0
2024-05-02,1L_Cola,395001,117,10.5,4.2,33.16333982260753,0,0
2024-05-03,1L_Cola,395001,109,10.5,4.2,30.99955493109698,0,0
2024-05-04,1L_Cola,395001,188,10.5,4.2,33.472204232291475,1,1
2024-05-05,1L_Cola,395001,136,10.5,4.2,33.34730119084385,1,0
2024-05-06,1L_Cola,395001,109,10.5,4.2,30.36556297886993,0,0
2024-05-07,1L_Cola,395001,112,10.5,4.2,34.52613446198992,0,0
2024-05-08,1L_Cola,395001,154,10.5,4.2,33.204295503768236,0,1
2024-05-09,1L_Cola,395001,115,10.5,4.2,36.25942543837587,0,0
2024-05-10,1L_Cola,395001,113,10.5,4.2,32.65530905706391,0,0
2024-05-11,1L_Cola,395001,136,10.5,4.2,32.196598945039206,1,0
2024-05-12,1L_Cola,395001,140,10.5,4.2,30.802091729275066,1,0
2024-05-13,1L_Cola,395001,146,10.5,4.2,30.878005038588377,0,1
2024-05-14,1L_Cola,395001,106,10.5,4.2,35.01600577402076,0,0
2024-05-15,1L_Cola,395001,123,10.5,4.2,36.63599227818799,0,0
2024-05-16,1L_Cola,395001,107,10.5,4.2,33.10280782658314,0,0
2024-05-17,1L_Cola,395001,148,10.5,4.2,33.068540609964764,0,1
2024-05-18,1L_Cola,395001,184,10.5,4.2,33.638275241501645,1,1
2024-05-19,1L_Cola,395001,149,10.5,4.2,35.91139618797441,1,0
2024-05-20,1L_Cola,395001,138,10.5,4.2,31.81985727891482,0,1
2024-05-21,1L_Cola,395001,129,10.5,4.2,34.235655016912,0,0
2024-05-22,1L_Cola,395001,121,10.5,4.2,35.791070358998496,0,0
2024-05-23,1L_Cola,395001,115,10.5,4.2,34.92200180447517,0,0
2024-05-24,1L_Cola,395001,105,10.5,4.2,28.58984411052396,0,0
2024-05-25,1L_Cola,395001,143,10.5,4.2,35.425888767088175,1,0
2024-05-26,1L_Cola,395001,143,10.5,4.2,35.1636850809033,1,0
2024-05-27,1L_Cola,395001,121,10.5,4.2,36.95702996749226,0,0
2024-05-28,1L_Cola,395001,121,10.5,4.2,37.499973351769256,0,0
2024-05-29,1L_Cola,395001,118,10.5,4.2,36.96820119539735,0,0
2024-05-30,1L_Cola,395001,113,10.5,4.2,34.54942785722214,0,0
2024-05-31,1L_Cola,395001,108,10.5,4.2,31.25203225047709,0,0
2024-06-01,1L_Cola,395001,145,10.5,4.2,38.85245059794716,1,0
2024-06-02,1L_Cola,395001,145,10.5,4.2,34.21057664105438,1,0
2024-06-03,1L_Cola,395001,117,10.5,4.2,34.69850273146791,0,0
2024-06-04,1L_Cola,395001,146,10.5,4.2,38.04750145741005,0,1
2024-06-05,1L_Cola,395001,115,10.5,4.2,33.21569804711898,0,0
2024-06-06,1L_Cola,395001,150,10.5,4.2,32.10095952928279,0,1
2024-06-07,1L_Cola,395001,113,10.5,4.2,33.91987896602205,0,0
2024-06-08,1L_Cola,395001,136,10.5,4.2,33.42822274296838,1,0
